Station,Name,Latitude,Longitude,Trips Started,Trips Ended,Total Trips
10,Métro Angrignon (Lamont /  des Trinitaires),45.44691,-73.60363,4226.0,4591,8818.0
13,Métro de l'Église (Ross / de l'Église),45.462726,-73.565959,7719.0,8552,16273.0
17,Tolhurst / Fleury,45.544149,-73.66752,2501.0,2710,5214.0
21,St-Christophe / Cherrier,45.52029,-73.568119,5622.0,3585,9211.0
31,Lespérance / de Rouen,45.538839,-73.552779,3383.0,4059,7447.0
38,Métro Vendôme (de Marlowe / de Maisonneuve),45.473868,-73.604538,16292.0,16289,32588.0
43,Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),45.50367,-73.61848,15466.0,11258,26732.0
47,Métro Guy-Concordia (Guy / St-Catherine),45.495045,-73.57783,22618.0,20672,43299.0
65,Bel Air / St-Antoine,45.482778,-73.584621,2021.0,2608,4640.0
75,St-Joseph / 8e avenue Lachine,45.43155,-73.67112,2477.0,2560,5049.0
76,St-Joseph / 34e avenue Lachine,45.433251,-73.693962,2128.0,2106,4247.0
78,8e avenue / Notre-Dame Lachine,45.434898,-73.670819,516.0,552,1082.0
79,Victoria / 18e avenue Lachine,45.435996,-73.680111,713.0,796,1524.0
86,Parc Pratt (Dunlop / Van Horne),45.515007,-73.619788,3865.0,3578,7459.0
92,Métro Rosemont (de St-Vallier / Rosemont),45.531783,-73.597793,12072.0,10004,22093.0
99,7e avenue / St-Joseph Rosemont,45.547108,-73.569367,7087.0,6274,13379.0
100,16e avenue / St-Joseph,45.55287,-73.565631,6466.0,6255,12740.0
111,Hutchison / Sherbrooke,45.507717,-73.57167,12182.0,10700,22902.0
122,Lajeunesse / Jarry,45.543771,-73.628509,5862.0,5875,11759.0
125,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.559872,-73.615541,3063.0,3108,6194.0
135,St-Alexandre / Ste-Catherine,45.505359,-73.567741,11186.0,11963,23174.0
137,Jeanne-d'Arc / Ontario,45.549598,-73.541874,8145.0,10289,18460.0
138,de la Salle / Ste-Catherine,45.549963,-73.534434,2594.0,3393,6014.0
139,d'Orléans / Hochelaga,45.550768,-73.549427,5450.0,6392,11870.0
140,Bennett / Ste-Catherine,45.553053,-73.532427,2901.0,3652,6582.0
141,Marché Maisonneuve,45.553219,-73.539782,8288.0,10331,18649.0
142,Ontario / Sicard,45.556262,-73.537441,5995.0,6671,12697.0
143,de Ville-Marie / Ste-Catherine,45.557921,-73.529147,5219.0,6079,11330.0
144,Ontario / Viau,45.559482,-73.535496,6050.0,6992,13075.0
145,Gauthier / Papineau,45.529666,-73.567336,15751.0,14429,30214.0
146,Gauthier / de Lorimier,45.531674,-73.565413,4714.0,4296,9045.0
147,Gauthier / Parthenais,45.532926,-73.56378,6376.0,5613,12025.0
148,de Bordeaux / Marie-Anne,45.533409,-73.570657,8773.0,8701,17511.0
149,des Érables / Rachel,45.533547,-73.566867,11066.0,9932,21036.0
150,Fullum / Sherbrooke,45.533924,-73.562425,5698.0,3834,9571.0
151,Chapleau / Terrasse Mercure,45.536738,-73.565167,9091.0,8435,17566.0
152,Bercy / Rachel,45.538403,-73.561964,6383.0,6333,12757.0
153,Ste-Catherine / Dezery,45.539385,-73.541,8035.0,9455,17532.0
154,Dézéry / Ontario,45.54111,-73.54755,10339.0,12668,23050.0
155,Métro Préfontaine (Moreau / Hochelaga),45.54178,-73.555714,7940.0,9787,17771.0
156,Valois / Ste-Catherine,45.54523,-73.53725,6286.0,7605,13936.0
157,St-Germain / Hochelaga,45.543699,-73.553673,4211.0,4756,9013.0
158,Aylwin / Ontario,45.544284,-73.54534,12703.0,15357,28107.0
159,Métro Joliette  (Joliette / Hochelaga),45.546907,-73.551557,11067.0,13312,24427.0
160,Valois / Ontario,45.547405,-73.544674,14213.0,16875,31137.0
161,Nicolet / Sherbrooke,45.549695,-73.554647,5000.0,3984,9034.0
162,Métro Assomption (Chauveau / de l'Assomption),45.569789,-73.548081,3769.0,4214,8034.0
164,Métro Cadillac (de Cadillac / Sherbrooke),45.576963,-73.546836,4346.0,4410,8808.0
165,Pierre-de-Coubertin / Langelier,45.580315,-73.535314,1641.0,1803,3497.0
166,Métro Langelier (Langelier / Sherbrooke),45.582847,-73.542476,3320.0,3568,6942.0
167,Boyer / du Mont-Royal,45.527432,-73.579917,29795.0,29426,59276.0
168,Calixa-Lavallée / Rachel,45.527795,-73.571939,18343.0,14789,33188.0
169,de Brébeuf / du Mont-Royal,45.529408,-73.578154,24593.0,24070,48720.0
170,de Lanaudière / Marie-Anne,45.529326,-73.574806,8644.0,8020,16722.0
171,Marquette / Rachel,45.529802,-73.57029,17207.0,16300,33566.0
172,Garnier / du Mont-Royal,45.53092,-73.57674,439.0,414,913.0
173,Marquette / du Mont-Royal,45.53229,-73.57544,33877.0,33837,67775.0
174,Cartier / Marie-Anne,45.532674,-73.571776,4568.0,4092,8722.0
175,Chabot / du Mont-Royal,45.534185,-73.573589,18600.0,18511,37174.0
176,Cartier / St-Joseph,45.535828,-73.57869,6404.0,5745,12213.0
177,de Bordeaux / Gilford,45.53611,-73.576287,8360.0,7654,16079.0
179,Messier / du Mont-Royal,45.537114,-73.571003,13768.0,13446,27280.0
180,Laurier / de Bordeaux,45.537205,-73.579254,6540.0,6139,12746.0
181,Cartier / Masson,45.538021,-73.583524,9538.0,9391,18997.0
182,Chapleau / du Mont-Royal,45.53867,-73.56936,6823.0,6067,12959.0
183,de Bordeaux / Masson,45.538984,-73.582445,7786.0,7584,15440.0
184,Fullum / Gilford,45.539224,-73.573837,5620.0,5060,10751.0
185,Parc des Rapides (LaSalle / 6e avenue),45.429471,-73.593099,4488.0,4609,9169.0
186,LaSalle / Crawford,45.437914,-73.58274,2744.0,2907,5724.0
187,Natatorium (LaSalle / Rolland),45.444547,-73.575091,4540.0,4882,9496.0
188,Bibliothèque de Verdun (Brown / Bannantyne),45.448262,-73.577856,2922.0,3114,6111.0
189,Beatty / de Verdun,45.45073,-73.572575,3907.0,3981,7964.0
190,Métro Monk (Allard / Beaulieu),45.450851,-73.594027,5263.0,5409,10749.0
191,Argyle / Bannantyne,45.453319,-73.576775,2833.0,2965,5876.0
192,Argyle / de Verdun,45.453016,-73.571915,5118.0,5268,10465.0
193,Hamilton / Jolicoeur,45.456355,-73.597557,4342.0,4569,8991.0
194,5e avenue / Bannantyne,45.456365,-73.57614,3732.0,3966,7779.0
196,4e avenue / de Verdun,45.456885,-73.572607,4967.0,5068,10117.0
197,Dubois / Eadie,45.457597,-73.590529,3504.0,3799,7386.0
198,2e avenue / Wellington,45.457893,-73.567528,5938.0,6349,12371.0
199,Métro Verdun (Willibrord / de Verdun),45.459488,-73.572092,9473.0,10186,19744.0
200,Gordon / Wellington,45.461078,-73.567307,6872.0,7478,14436.0
201,Parc St-Paul (Le Caron / Marc-Sauvalle),45.461685,-73.584039,5459.0,5588,11134.0
202,St-Patrick / Briand,45.463397,-73.596436,4781.0,5084,9953.0
203,de l'Église / de Verdun,45.463001,-73.571569,5336.0,5689,11114.0
204,de l'Église / Bannantyne,45.463254,-73.575879,5564.0,5892,11546.0
205,Regina / de Verdun,45.467369,-73.570769,6691.0,7017,13799.0
206,Métro Lasalle (de Rushbrooke / Caisse),45.470696,-73.565422,8617.0,9168,17877.0
207,Métro Laurier (Rivard / Laurier),45.527616,-73.589115,27580.0,24329,52002.0
208,St-Hubert / Laurier,45.52931,-73.588657,7271.0,6520,13885.0
209,Hélène-Baillargeon / St-Denis,45.52974,-73.59527,5660.0,4539,10294.0
211,de Mentana / Laurier,45.53045,-73.587638,16564.0,15317,31977.0
214,Laurier / de Brébeuf,45.532514,-73.584811,29824.0,29482,59403.0
215,Garnier / St-Joseph,45.532978,-73.581222,7332.0,6495,13925.0
216,de Lanaudière / Laurier,45.533314,-73.583737,13928.0,14260,28287.0
217,Gerry-Boulet / St-Grégoire,45.533735,-73.589307,7146.0,6080,13326.0
218,Marquette / Laurier,45.53543,-73.5822,18745.0,18339,37185.0
221,Métro Crémazie (Crémazie / Lajeunesse),45.546408,-73.638428,5850.0,5966,11918.0
222,Clark / Fleury,45.547581,-73.665234,3075.0,3219,6397.0
223,Émile-Journault / de Chateaubriand,45.549833,-73.640633,3698.0,3954,7756.0
224,Basile-Routhier / Chabanel,45.549868,-73.647657,3800.0,4039,7944.0
225,Métro Sauvé (Berri / Sauvé),45.550692,-73.656367,6239.0,6165,12510.0
226,Jacques-Casault / Christophe-Colomb,45.552123,-73.630103,4203.0,4427,8737.0
227,Complexe sportif Claude-Robillard,45.553262,-73.638615,3568.0,4173,7849.0
228,Fleury / Lajeunesse,45.553579,-73.662083,2509.0,2668,5286.0
229,Métro Henri-Bourassa (Henri-Bourassa / Millen),45.556751,-73.667162,4191.0,4382,8683.0
230,Chambord / Fleury,45.559828,-73.658325,2854.0,3006,5971.0
231,Hamel / Sauvé,45.560762,-73.650561,1572.0,1647,3331.0
232,Francis / Fleury,45.563872,-73.655568,2108.0,2249,4470.0
233,Marquette / Fleury,45.567352,-73.653787,1867.0,1964,3945.0
234,de l'Hôtel-de-Ville / Sherbrooke,45.514565,-73.568407,9083.0,7782,16980.0
235,Square St-Louis (du Square St-Louis / Laval),45.516091,-73.570129,21570.0,18942,40628.0
236,Parc Jeanne-Mance (du Mont-Royal / du Parc),45.517,-73.589,22699.0,17396,40212.0
237,de l'Esplanade / du Mont-Royal,45.518253,-73.588338,15371.0,12971,28460.0
238,Villeneuve / du Parc,45.51829,-73.59235,14161.0,12787,27067.0
239,Roy / St-Denis,45.51908,-73.5727,21158.0,19240,40518.0
240,Berri / Cherrier,45.519088,-73.569509,16476.0,11815,28412.0
241,Laval / Duluth,45.519216,-73.57718,17658.0,16309,34089.0
242,du Mont-Royal / Clark,45.51941,-73.58685,33725.0,29970,63818.0
243,Laval / Rachel,45.520179,-73.579424,12647.0,12310,25081.0
244,Villeneuve / St-Urbain,45.520188,-73.590559,11413.0,8673,20211.0
246,Duluth / St-Denis,45.520604,-73.575984,4691.0,4639,9457.0
247,Roy / St-André,45.521564,-73.570367,15557.0,14591,30276.0
248,de Bullion / du Mont-Royal,45.521751,-73.585268,10635.0,9784,20548.0
249,Rivard / Rachel,45.522278,-73.577591,15689.0,15388,31207.0
250,Laval / du Mont-Royal,45.522365,-73.584146,14394.0,13392,27917.0
251,St-Hubert / Duluth,45.522426,-73.574184,14121.0,12435,26688.0
252,Berri / Rachel,45.522719,-73.577204,11078.0,11064,22275.0
253,Beaudry / Sherbrooke,45.523035,-73.565395,8874.0,7000,16008.0
254,du Parc-La Fontaine / Roy,45.522866,-73.568377,13169.0,10167,23471.0
255,Villeneuve / de l'Hôtel-de-Ville,45.523544,-73.587332,12178.0,9641,21955.0
256,Métro Mont-Royal (Rivard / du Mont-Royal),45.524673,-73.58255,45140.0,44643,89920.0
257,Marie-Anne / St-Hubert,45.524683,-73.578897,10115.0,9747,20000.0
258,du Parc-La Fontaine / Duluth,45.524518,-73.571977,12541.0,11258,23938.0
259,Calixa-Lavallée / Sherbrooke,45.52479,-73.56545,14572.0,11523,26235.0
260,de Mentana / Rachel,45.524963,-73.575559,12654.0,12603,25398.0
261,Resther / du Mont-Royal,45.525628,-73.581775,18252.0,18399,36793.0
262,de Mentana / Marie-Anne,45.526027,-73.577859,9474.0,8241,17858.0
263,Métro Laurier (Berri / St-Joseph),45.527231,-73.586726,10386.0,7667,18197.0
264,Pontiac / Gilford,45.527009,-73.585766,13324.0,12009,25478.0
265,Émile-Duployé / Sherbrooke,45.527201,-73.564729,19118.0,15774,35038.0
266,Marie-Anne / de la Roche,45.527758,-73.576185,12837.0,12092,25076.0
267,Gilford / de Brébeuf,45.530816,-73.581626,11616.0,11342,23106.0
268,Gilford / de Lanaudière,45.532008,-73.580444,8345.0,8004,16498.0
270,St-Hubert / René-Lévesque,45.514335,-73.556464,407.0,420,977.0
271,Sanguinet / Ontario,45.514767,-73.565491,12526.0,16458,29135.0
273,St-André / Ste-Catherine,45.516427,-73.558112,19782.0,20771,40706.0
274,Gare d'autocars de Montréal (Berri / Ontario),45.516897,-73.563949,7947.0,9388,17489.0
275,de Maisonneuve / Berri,45.51567,-73.561009,3767.0,5946,9868.0
276,Wolfe / René-Lévesque,45.516818,-73.554188,10310.0,12458,22924.0
277,St-André / Robin,45.518128,-73.561851,4564.0,5308,10029.0
278,St-André / Ontario,45.51889,-73.56353,8548.0,9954,18660.0
279,Montcalm / de Maisonneuve,45.519139,-73.557866,12185.0,13748,26092.0
280,Plessis / René-Lévesque,45.519373,-73.551958,5305.0,6511,11976.0
281,Wolfe / Robin,45.519581,-73.560116,7645.0,9050,16856.0
283,Montcalm / Ontario,45.521081,-73.562275,11760.0,14509,26431.0
284,Papineau / René-Lévesque,45.52114,-73.54926,4811.0,6365,11339.0
285,Alexandre-DeSève / Ste-Catherine,45.52123,-73.553861,6866.0,8709,15739.0
286,Logan / de Champlain,45.523194,-73.555843,8703.0,9264,18132.0
288,Plessis / Ontario,45.523492,-73.56073,9247.0,10714,20127.0
289,Métro Papineau (Cartier / Ste-Catherine),45.52353,-73.55199,21169.0,26130,47466.0
290,de Champlain / Ontario,45.525109,-73.560206,10935.0,12594,23697.0
292,Jean Langlois / Fullum,45.5265,-73.545753,4074.0,4431,8674.0
293,Dorion / Ontario,45.526991,-73.558212,14996.0,17136,32302.0
294,Logan / Fullum,45.528366,-73.551171,6931.0,7990,15092.0
295,Poupart / Ste-Catherine,45.529002,-73.546199,6504.0,7189,13865.0
296,Larivière / de Lorimier,45.529134,-73.559234,7640.0,8819,16632.0
297,de Bordeaux / Sherbrooke,45.529971,-73.563053,9748.0,9180,19102.0
299,Poupart / Ontario,45.531939,-73.553439,5331.0,7104,12611.0
302,Métro Frontenac (Ontario / du Havre),45.533706,-73.552179,9956.0,12977,23110.0
303,Hochelaga / Chapleau,45.534453,-73.559652,5730.0,6028,11936.0
304,du Havre / de Rouen,45.534563,-73.554787,7005.0,9216,16400.0
305,Hogan / Ontario,45.535295,-73.55116,4172.0,4566,8918.0
306,Sherbrooke / Frontenac,45.5367,-73.56081,5560.0,4918,10659.0
307,Wurtele / de Rouen,45.537628,-73.553394,6001.0,6914,13097.0
309,University / Milton,45.506511,-73.576669,19316.0,18353,37852.0
310,University / Prince-Arthur,45.507402,-73.578444,13041.0,10853,24078.0
311,Milton / Durocher,45.508141,-73.57493,18768.0,17432,36385.0
312,Aylmer / Prince-Arthur,45.508567,-73.577698,12769.0,11786,24741.0
313,Milton / du Parc,45.509361,-73.573864,14243.0,12494,26924.0
314,Hutchison / Prince-Arthur,45.509759,-73.576107,13064.0,11753,25005.0
315,Ste-Famille / Sherbrooke,45.510072,-73.570752,18621.0,15233,34043.0
316,Prince-Arthur / du Parc,45.51059,-73.57547,26792.0,25271,52253.0
317,Métro St-Laurent (de Maisonneuve / St-Laurent),45.51066,-73.56497,16512.0,25115,41818.0
318,Hutchison / des Pins,45.51069,-73.57805,12473.0,12412,25077.0
321,de l'Hôtel-de-Ville / Ste-Catherine,45.51166,-73.562136,7901.0,8459,16553.0
322,Milton / Clark,45.512541,-73.570677,21159.0,18591,39944.0
323,Prince-Arthur / St-Urbain,45.512587,-73.573739,10594.0,8812,19601.0
324,Sanguinet / Ste-Catherine,45.512797,-73.561463,1835.0,2434,4465.0
325,Ste-Famille / des Pins,45.512832,-73.576888,8754.0,8552,17503.0
326,Clark / Prince-Arthur,45.513303,-73.572961,20621.0,19102,39921.0
327,Sanguinet / de Maisonneuve,45.513405,-73.562594,9536.0,13657,23392.0
328,Guilbault / Clark,45.514108,-73.57523,15853.0,15717,31770.0
330,Parc Jeanne Mance (monument sir George-Etienne Cartier),45.51484,-73.584779,30343.0,21805,52350.0
331,Duluth / de l'Esplanade,45.515092,-73.581142,17668.0,13744,31615.0
332,BAnQ (Berri / de Maisonneuve),45.515299,-73.561273,20875.0,29854,50933.0
333,Parc de Bullion (de Bullion / Prince-Arthur),45.515604,-73.572135,9814.0,9479,19498.0
334,Roy / St-Laurent,45.515616,-73.575808,5252.0,5059,10517.0
336,Duluth / St-Laurent,45.516876,-73.57946,20941.0,20441,41589.0
337,de l'Hôtel-de-Ville / Roy,45.517401,-73.574605,11555.0,10583,22346.0
338,Clark / Rachel,45.517354,-73.582129,19699.0,15629,35537.0
339,St-Dominique / Rachel,45.518593,-73.581566,21227.0,18657,40094.0
340,Vallières / St-Laurent,45.518967,-73.583616,15433.0,12290,27934.0
341,U. Concordia - Campus Loyola (Sherbrooke / West Broadway),45.457509,-73.639485,5564.0,5852,11628.0
342,Park Row O / Sherbrooke,45.460729,-73.634073,3685.0,3751,7649.0
343,Benny / Sherbrooke,45.464877,-73.626597,4338.0,4183,8735.0
344,Grand Boulevard / Sherbrooke,45.466569,-73.623295,5278.0,5143,10636.0
346,de la Côte St-Antoine / Royal,45.468927,-73.61987,3765.0,3515,7496.0
347,de Melrose / Sherbrooke,45.46982,-73.616961,4250.0,4206,8673.0
348,de Hampton / de Monkland,45.471179,-73.627002,2584.0,2570,5372.0
349,Marcil / Sherbrooke,45.471743,-73.613924,7531.0,7354,15104.0
350,Harvard / de Monkland,45.474565,-73.624036,5020.0,4794,10034.0
351,de Monkland / Girouard,45.477107,-73.621438,5552.0,4711,10484.0
352,Notre-Dame-de-Grâce / Décarie,45.477353,-73.615372,3214.0,2087,5523.0
354,Métro Snowdon (de Westbury / Queen-Mary),45.485385,-73.628142,6094.0,5821,12138.0
355,Lionel-Groulx / George-Vanier,45.486219,-73.573747,2690.0,3286,6200.0
356,Canning / Notre-Dame,45.486319,-73.570233,2927.0,3336,6488.0
357,des Seigneurs / Notre-Dame,45.487723,-73.569083,7824.0,8745,16795.0
358,Métro Georges-Vanier (St-Antoine / Canning),45.4891,-73.57656,5740.0,6500,12467.0
359,Métro Atwater (Atwater / Ste-Catherine),45.489476,-73.584566,28732.0,26050,55010.0
360,Atwater / Sherbrooke,45.491226,-73.58763,4958.0,3521,8708.0
361,Beaucourt / de la Côte-Ste-Catherine,45.491513,-73.633649,3502.0,3859,7591.0
362,Chomedey / de Maisonneuve,45.4918,-73.584006,17060.0,15394,32685.0
363,Ste-Catherine / St-Marc,45.492897,-73.580294,11698.0,9399,21329.0
364,Lincoln / du Fort,45.493034,-73.583836,5049.0,3947,9229.0
365,St-Mathieu / Ste-Catherine,45.49368,-73.579146,16569.0,15158,31961.0
366,St-Marc / Sherbrooke,45.494514,-73.583368,5218.0,4266,9719.0
367,de Kent / Victoria,45.494564,-73.638702,2422.0,2740,5398.0
368,Jean-Brillant / de la Côte-des-Neiges,45.495415,-73.622341,14730.0,11143,26110.0
369,Hôpital général juif (de la Côte Ste-Catherine / Légaré),45.496302,-73.629822,5748.0,4544,10530.0
370,Mackay / de Maisonneuve,45.49683,-73.57913,17764.0,17544,35547.0
372,Ellendale / de la Côte-des-Neiges,45.499757,-73.629298,6083.0,4905,11229.0
373,de Kent / de la Côte-des-Neiges,45.501449,-73.633051,8776.0,9922,18940.0
374,de Soissons / de Darlington,45.506899,-73.623526,7459.0,4972,12674.0
375,Parc Kent (de Kent / Hudson),45.505721,-73.629459,7177.0,6913,14334.0
376,Édouard-Montpetit / de Stirling,45.50723,-73.615085,12109.0,10385,22739.0
377,Wilderton  / Van Horne,45.510142,-73.624752,8021.0,7143,15410.0
378,Tupper / du Fort,45.49123,-73.580782,10912.0,9296,20455.0
379,St-Mathieu / Sherbrooke,45.495789,-73.582596,11347.0,9421,21016.0
381,Crescent / de Maisonneuve,45.498112,-73.577615,19555.0,19467,39271.0
382,Drummond / Ste-Catherine,45.498639,-73.574227,11647.0,10968,22865.0
383,de la Cathédrale / René-Lévesque,45.499191,-73.569421,5007.0,3343,8601.0
384,Cypress / Peel,45.499325,-73.571768,5892.0,5629,11773.0
385,Drummond / de Maisonneuve,45.49947,-73.57591,11357.0,10339,21949.0
386,de la Montagne / Sherbrooke,45.499745,-73.579034,9083.0,8363,17700.0
387,Notre-Dame / Gauvin,45.500105,-73.560199,678.0,781,1714.0
388,Métro Peel (de Maisonneuve / Stanley),45.50038,-73.57507,20462.0,20967,41685.0
389,de la Gauchetière / Robert-Bourassa,45.500606,-73.565448,4778.0,5156,10191.0
392,Stanley / Sherbrooke,45.501041,-73.577178,10423.0,9521,20202.0
393,Metcalfe / de Maisonneuve,45.501715,-73.57413,4975.0,5659,10893.0
394,St-Nicolas / Place d'Youville,45.501967,-73.555153,8450.0,9446,18156.0
395,Square Victoria (Viger / du Square-Victoria),45.50206,-73.56295,11226.0,14831,26318.0
396,Union / René-Lévesque,45.50235,-73.566583,5397.0,4825,10484.0
397,St-Jacques / St-Pierre,45.502786,-73.559134,7259.0,9055,16577.0
398,McTavish / Sherbrooke,45.502813,-73.576024,18476.0,19092,37832.0
400,du President-Kennedy / Union,45.505011,-73.572028,10717.0,12101,23083.0
401,St-Antoine / St-François-Xavier,45.504591,-73.559188,4971.0,6198,11435.0
403,Viger / Chenneville,45.505312,-73.560891,5085.0,8877,14229.0
404,Métro Place-d'Armes (Viger / St-Urbain),45.50623,-73.55976,6856.0,15190,22314.0
405,City Councillors / du President-Kennedy,45.506251,-73.571391,6767.0,7085,14121.0
406,St-Jacques / St-Laurent,45.506421,-73.556466,5778.0,6159,12207.0
407,St-Urbain / de la Gauchetière,45.507078,-73.561395,7028.0,12876,20175.0
408,Notre-Dame / St-Gabriel,45.507144,-73.555119,4878.0,4997,10147.0
409,du Champ-de-Mars / Gosford,45.509655,-73.554009,4402.0,5450,10125.0
410,Métro Champ-de-Mars (Viger / Sanguinet),45.510351,-73.556508,8429.0,11816,20519.0
411,St-André / St-Antoine,45.514114,-73.552645,5384.0,6295,11954.0
412,Ottawa / William,45.489727,-73.564063,5057.0,5298,10631.0
413,Joseph-Manseau / René-Lévesque,45.491687,-73.576767,9351.0,8072,17700.0
414,Notre-Dame / de la Montagne,45.493029,-73.564818,10537.0,13611,24426.0
415,Lucien L'Allier / St-Jacques,45.493569,-73.568576,4414.0,6102,10795.0
418,Métro Lucien-L'Allier  (Lucien l'Allier / Argyle),45.494872,-73.571124,5771.0,5552,11603.0
419,Duke / Brennan,45.495581,-73.553711,4959.0,5421,10661.0
420,Bishop / Ste-Catherine,45.496583,-73.576502,10947.0,9473,20702.0
422,William / St-Henri,45.498919,-73.557254,8830.0,9596,18710.0
423,Queen / Wellington,45.497605,-73.55535,6403.0,7140,13828.0
425,Labadie / du Parc,45.519895,-73.596827,11475.0,11166,22927.0
